"strain","pH","term","df","sumsq","meansq","statistic","p.value","clade","subclade"
"23G1A10",4.4,"date",2,0.00865097844052058,0.00432548922026029,4.27817678676765,0.323484812216351,"IV","IVB"
"23G1A10",5,"date",2,0.018939622273956,0.00946981113697801,28.3172568552846,0.131722111378438,"IV","IVB"
"23G1A10",5.3,"date",2,0.0125405132454495,0.00627025662272476,212.895757286645,0.0484052103660731,"IV","IVB"
"23G1A10",5.6,"date",2,0.0410233193766527,0.0205116596883263,45.6407740112385,0.10409804284895,"IV","IVB"
"23G1A10",6.5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",5.9,"date",2,0.0498085331221849,0.0249042665610924,49.1961374310453,0.100305254607465,"IV","IVB"
"23G1A10",4.7,"date",2,0.0095433266161141,0.00477166330805705,31.6195615141716,0.124767133757974,"IV","IVB"
"23G1A10",6.8,"date",2,0.0107798269775425,0.00538991348877124,84.2926562330964,0.0767902147318808,"IV","IVB"
"23G1A10",6.2,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",8,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",8.3,"date",2,0.0000388067989326332,0.0000194033994663166,349538620294452662506007048486912,0.0000000000000000378213841204044,"IV","IVB"
"23G1A10",3.8,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",3.2,"date",2,0.00000270591052456195,0.00000135295526228098,6369280491882744383354507441995776,0.00000000000000000886012430043644,"IV","IVB"
"23G1A10",9.2,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",7.1,"date",2,0.00321871241781487,0.00160935620890743,844841654598846613367665381605376,0.0000000000000000243274922539587,"IV","IVB"
"23G1A10",8.9,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",10.1,"date",2,0.0457362263718698,0.0228681131859349,15.4735309445509,0.176923099225152,"IV","IVB"
"23G1A10",9.5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",9.8,"date",2,0.0105645033719784,0.00528225168598919,0.25,0.816496580927726,"IV","IVB"
"23G1A10",7.4,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",7.7,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",8.6,"date",2,0,0,NA,NA,"IV","IVB"
"23G1A10",3.5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B04",7.7,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",5,"date",1,0.021522826983459,0.021522826983459,NA,NA,"II","IIJ"
"23G1B04",4.7,"date",1,0.0281652839798575,0.0281652839798575,NA,NA,"II","IIJ"
"23G1B04",7.4,"date",1,0.0186633224912901,0.0186633224912901,NA,NA,"II","IIJ"
"23G1B04",5.6,"date",1,0.0599435757038517,0.0599435757038517,NA,NA,"II","IIJ"
"23G1B04",7.1,"date",1,0.0125625161058509,0.0125625161058509,NA,NA,"II","IIJ"
"23G1B04",5.9,"date",1,0.0000636636387922972,0.0000636636387922972,NA,NA,"II","IIJ"
"23G1B04",3.2,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",5.3,"date",1,0.0217896925488475,0.0217896925488475,NA,NA,"II","IIJ"
"23G1B04",4.4,"date",1,0.00305579507252074,0.00305579507252074,NA,NA,"II","IIJ"
"23G1B04",6.8,"date",1,0.0148907309980266,0.0148907309980266,NA,NA,"II","IIJ"
"23G1B04",8,"date",1,0.0161491437192815,0.0161491437192815,NA,NA,"II","IIJ"
"23G1B04",8.3,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",3.8,"date",1,0.00779141424939039,0.00779141424939039,NA,NA,"II","IIJ"
"23G1B04",9.5,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",8.6,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",9.8,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",4.1,"date",1,0.000377653246309759,0.000377653246309759,NA,NA,"II","IIJ"
"23G1B04",9.2,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",6.5,"date",1,0.00280116279502517,0.00280116279502517,NA,NA,"II","IIJ"
"23G1B04",10.1,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",3.5,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B04",6.2,"date",1,0.0000340095895956865,0.0000340095895956865,NA,NA,"II","IIJ"
"23G1B04",8.9,"date",1,0,0,NA,NA,"II","IIJ"
"23G1B05",4.4,"date",5,0.103042631606493,0.0206085263212985,1091.4215221044,0.0000437063099267268,"II","IIJ"
"23G1B05",4.1,"date",5,0.070934141868358,0.0141868283736716,1505084.11527811,0.000000000854602487628521,"II","IIJ"
"23G1B05",5.9,"date",5,0.289460607228677,0.0578921214457354,80.6314755596157,0.00214104781009458,"II","IIJ"
"23G1B05",6.8,"date",5,0.11682306677939,0.023364613355878,138.407125952591,0.000959093726536166,"II","IIJ"
"23G1B05",5,"date",5,0.223436084614171,0.0446872169228342,12048.7634249603,0.00000119299907739574,"II","IIJ"
"23G1B05",3.8,"date",5,0.062477858291574,0.0124955716583148,4316.30654202003,0.00000556278697159633,"II","IIJ"
"23G1B05",10.1,"date",5,0,0,NA,NA,"II","IIJ"
"23G1B05",5.6,"date",5,0.294465799964645,0.058893159992929,34.3570237204678,0.00751733398395792,"II","IIJ"
"23G1B05",7.1,"date",5,0.0639133532985375,0.0127826706597075,1.09281141861875,0.503128839818601,"II","IIJ"
"23G1B05",5.3,"date",5,0.32018332149136,0.064036664298272,15.5031061024,0.0236063373150958,"II","IIJ"
"23G1B05",9.2,"date",5,0.00579297703129033,0.00115859540625807,0.466666666666667,0.786622227917615,"II","IIJ"
"23G1B05",7.4,"date",5,0.44632652930952,0.089265305861904,725.537629686201,0.000080585011360358,"II","IIJ"
"23G1B05",8.9,"date",5,0,0,NA,NA,"II","IIJ"
"23G1B05",4.7,"date",5,0.137617102264563,0.0275234204529126,448.922483597823,0.000165369990926139,"II","IIJ"
"23G1B05",6.2,"date",5,0.104614291671632,0.0209228583343264,18.4515327611936,0.0184414402970776,"II","IIJ"
"23G1B05",7.7,"date",5,0.635085733184943,0.127017146636989,59.1330039821045,0.00338725063333533,"II","IIJ"
"23G1B05",8,"date",5,0.691403569605179,0.138280713921036,199.71567481349,0.000555087726666304,"II","IIJ"
"23G1B05",3.2,"date",5,0,0,NA,NA,"II","IIJ"
"23G1B05",6.5,"date",5,0.0819837039797337,0.0163967407959467,5.13112249178006,0.104381458145283,"II","IIJ"
"23G1B05",8.3,"date",5,0.603333242243191,0.120666648448638,13.0890026522239,0.0299370773110473,"II","IIJ"
"23G1B05",8.6,"date",5,0.663197090969584,0.132639418193917,263.675613570253,0.000366549086361504,"II","IIJ"
"23G1B05",3.5,"date",5,0.0034780918830564,0.000695618376611279,25536516737860572004935217971200,0.0000000000000000000000000000000000000000000000122282198919873,"II","IIJ"
"23G1B05",9.8,"date",5,0,0,NA,NA,"II","IIJ"
"23G1B05",9.5,"date",5,0,0,NA,NA,"II","IIJ"
"23G1B10",8.9,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",9.2,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",3.5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",4.1,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",3.8,"date",2,0.00126848915150484,0.000634244575752422,37.2458896624651,0.000992246247711395,"IV","IVB"
"23G1B10",10.1,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",5.6,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",8.3,"date",2,0.0000120981950479454,0.00000604909752397272,0.781250000000001,0.506700951477678,"IV","IVB"
"23G1B10",9.5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",9.8,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",5.3,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",4.7,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",4.4,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",6.8,"date",2,0.000000602275640175343,0.000000301137820087671,0.416666666666667,0.680194359016568,"IV","IVB"
"23G1B10",7.1,"date",2,0.000195240620720554,0.0000976203103602769,1.17292877880434,0.382224704835104,"IV","IVB"
"23G1B10",8.6,"date",2,0.0000643330268342242,0.0000321665134171121,0.781249999999999,0.506700951477679,"IV","IVB"
"23G1B10",3.2,"date",2,0.0000000282799677838373,0.0000000141399838919186,0.416666666666667,0.680194359016569,"IV","IVB"
"23G1B10",5.9,"date",2,0.0000966546044695387,0.0000483273022347693,0.416666666666667,0.680194359016568,"IV","IVB"
"23G1B10",6.5,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",7.4,"date",2,0.000000110238042478862,0.000000055119021239431,0.416666666666667,0.680194359016569,"IV","IVB"
"23G1B10",7.7,"date",2,0.00000019498081445904,0.00000009749040722952,0.416666666666667,0.680194359016569,"IV","IVB"
"23G1B10",8,"date",2,0,0,NA,NA,"IV","IVB"
"23G1B10",6.2,"date",2,0.000123331476783166,0.000061665738391583,0.416666666666666,0.680194359016569,"IV","IVB"
"23G3B04",8,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",4.7,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",8.3,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",5,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",3.2,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",8.6,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",3.8,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",7.4,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",7.1,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",7.7,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",3.5,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",10.1,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",4.1,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",5.3,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",9.8,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",8.9,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",5.6,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",6.2,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",6.5,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",4.4,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",6.8,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",5.9,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",9.5,"date",1,0,0,NA,NA,"UND",NA
"23G3B04",9.2,"date",1,0,0,NA,NA,"UND",NA
"23G4A04",5.9,"date",1,0.000674888604231151,0.000674888604231151,0.0806022717257418,0.803175522606642,"III","IIIB"
"23G4A04",3.2,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",8,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",7.7,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",8.3,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",8.6,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",7.4,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",9.8,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",10.1,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",9.5,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",7.1,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",5,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",8.9,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",6.5,"date",1,0.00380980096299175,0.00380980096299175,9.29473469273418,0.092847123714163,"III","IIIB"
"23G4A04",6.8,"date",1,0.00364793178058959,0.00364793178058959,5599888105400917325299603292028928,0.000000000000000000000000000000000178574996710297,"III","IIIB"
"23G4A04",5.6,"date",1,0.00432063065620111,0.00432063065620111,166077296653769352725133514506240,0.00000000000000000000000000000000602129261583994,"III","IIIB"
"23G4A04",3.5,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",3.8,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",4.4,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",4.7,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",5.3,"date",1,0.00844237490558422,0.00844237490558422,60239986328138298951305292414976,0.0000000000000000000000000000000166002693717893,"III","IIIB"
"23G4A04",4.1,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",9.2,"date",1,0,0,NA,NA,"III","IIIB"
"23G4A04",6.2,"date",1,0.00286389764222615,0.00286389764222615,1.00472640526305,0.42174227762782,"III","IIIB"
"23G4B03",4.4,"date",1,0.00568450014636112,0.00568450014636112,6.81974550087526,0.120661562785086,"III","IIIA"
"23G4B03",9.2,"date",1,0.0000525297413815549,0.0000525297413815549,1,0.422649730810374,"III","IIIA"
"23G4B03",8,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",7.4,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",3.2,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",8.3,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",5,"date",1,0.000616548013313987,0.000616548013313987,3.64784935575982,0.196331594365875,"III","IIIA"
"23G4B03",5.3,"date",1,0.000808045328079247,0.000808045328079247,0.791294712676996,0.467565381215389,"III","IIIA"
"23G4B03",9.8,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",8.9,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",3.5,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",4.1,"date",1,0.000538869162622414,0.000538869162622414,19.2448758019095,0.0482334046327923,"III","IIIA"
"23G4B03",8.6,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",4.7,"date",1,0.00122114173702925,0.00122114173702925,5.27902882563018,0.14839089296254,"III","IIIA"
"23G4B03",9.5,"date",1,0.00000389837433282494,0.00000389837433282494,1,0.422649730810374,"III","IIIA"
"23G4B03",6.2,"date",1,0.00169815862256106,0.00169815862256106,2.23519413743406,0.273524515190326,"III","IIIA"
"23G4B03",5.6,"date",1,0.0000989752265217662,0.0000989752265217662,3.61901339475874,0.197463004779111,"III","IIIA"
"23G4B03",7.7,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",6.5,"date",1,0.00574126114676424,0.00574126114676424,83.9822562838195,0.0116987367893594,"III","IIIA"
"23G4B03",6.8,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",3.8,"date",1,0.00000512222944485325,0.00000512222944485325,0.247651184427605,0.668062936267662,"III","IIIA"
"23G4B03",7.1,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",10.1,"date",1,0,0,NA,NA,"III","IIIA"
"23G4B03",5.9,"date",1,0.00565898431700728,0.00565898431700728,38.6255704866793,0.0249256838092496,"III","IIIA"
"23G4B04",4.4,"date",3,0.0584312388871436,0.0194770796290479,1973.75447771898,0.000000854295614770287,"III","IIIA"
"23G4B04",8.3,"date",3,0.000264050038034766,0.000088016679344922,0.416666666666667,0.751045899758027,"III","IIIA"
"23G4B04",8.6,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",4.7,"date",3,0.0552177302625484,0.0184059100875161,60.3967378257896,0.000868428719198567,"III","IIIA"
"23G4B04",8.9,"date",3,0.00373452657898205,0.00124484219299402,0.416666666666667,0.751045899758027,"III","IIIA"
"23G4B04",9.2,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",3.5,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",8,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",3.8,"date",3,0.0198566392193679,0.00661887973978931,1.63276918049582,0.316186801063177,"III","IIIA"
"23G4B04",4.1,"date",3,0.0589161192890485,0.0196387064296828,13.593507852453,0.0145072067257728,"III","IIIA"
"23G4B04",7.1,"date",3,0.0183526173426751,0.00611753911422502,0.304077285277815,0.822223523972699,"III","IIIA"
"23G4B04",5,"date",3,0.0284411651388365,0.00948038837961218,8.37761885159923,0.0336853469978009,"III","IIIA"
"23G4B04",9.8,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",6.8,"date",3,0.00971599910928164,0.00323866636976055,0.146123505578174,0.92699782018094,"III","IIIA"
"23G4B04",10.1,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",7.4,"date",3,0.0106982455234958,0.00356608184116525,0.249181759086702,0.858553323236806,"III","IIIA"
"23G4B04",5.3,"date",3,0.0501557748835234,0.0167185916278411,5.01492748381114,0.0766718173519147,"III","IIIA"
"23G4B04",7.7,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",9.5,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",6.2,"date",3,0.000407304306214975,0.000135768102071658,0.327452094586172,0.807020081242656,"III","IIIA"
"23G4B04",6.5,"date",3,0.0323175703421336,0.0107725234473779,2.23525248863443,0.226439235937449,"III","IIIA"
"23G4B04",5.9,"date",3,0.0275925687453892,0.00919752291512972,10.8681745057767,0.0215568338297796,"III","IIIA"
"23G4B04",3.2,"date",3,0,0,NA,NA,"III","IIIA"
"23G4B04",5.6,"date",3,0.0087332425456928,0.00291108084856427,1.23951958416597,0.405666892682698,"III","IIIA"
"23G4B11",4.4,"date",2,0,0,NA,NA,NA,NA
"23G4B11",8.9,"date",2,0.00602881157729276,0.00301440578864638,779707133990036965375673439879168,0.0000000000000000000000000000000000000000000000000843800205490242,NA,NA
"23G4B11",4.1,"date",2,0,0,NA,NA,NA,NA
"23G4B11",5.9,"date",2,0.00314966139498503,0.00157483069749251,5.95941408071813,0.0901736843424729,NA,NA
"23G4B11",5.6,"date",2,0.000605862897009909,0.000302931448504955,0.888640802117603,0.497634657318735,NA,NA
"23G4B11",3.8,"date",2,0,0,NA,NA,NA,NA
"23G4B11",7.1,"date",2,0.0136181391786741,0.00680906958933707,17.7219769044057,0.0217991626568699,NA,NA
"23G4B11",5,"date",2,0,0,NA,NA,NA,NA
"23G4B11",10.1,"date",2,0.00000697491177404917,0.00000348745588702458,0.375,0.715541752799933,NA,NA
"23G4B11",8.6,"date",2,0.0108462385802329,0.00542311929011643,355404988429452285421296367435776,0.000000000000000000000000000000000000000000000000274189998851817,NA,NA
"23G4B11",9.2,"date",2,0,0,NA,NA,NA,NA
"23G4B11",5.3,"date",2,0.000452880286340344,0.000226440143170172,1,0.46475800154489,NA,NA
"23G4B11",9.5,"date",2,0,0,NA,NA,NA,NA
"23G4B11",7.4,"date",2,0.00728110806771298,0.00364055403385649,2027173347986572437479664069378048,0.0000000000000000000000000000000000000000000000000201279969042114,NA,NA
"23G4B11",3.2,"date",2,0,0,NA,NA,NA,NA
"23G4B11",6.2,"date",2,0.000999458043936864,0.000499729021968432,1.18143182379084,0.418395253989328,NA,NA
"23G4B11",6.8,"date",2,0.0452632796452574,0.0226316398226287,41.2790919674547,0.00656582866489348,NA,NA
"23G4B11",8,"date",2,0.0108247778657177,0.00541238893285884,314303626164949604237461451440128,0.000000000000000000000000000000000000000000000000329695334294561,NA,NA
"23G4B11",4.7,"date",2,0,0,NA,NA,NA,NA
"23G4B11",9.8,"date",2,0,0,NA,NA,NA,NA
"23G4B11",3.5,"date",2,0,0,NA,NA,NA,NA
"23G4B11",6.5,"date",2,0.0144067189952054,0.00720335949760269,13.4263121472759,0.0318572372028511,NA,NA
"23G4B11",7.7,"date",2,0.00757194313569187,0.00378597156784593,2621217411690591917691416298389504,0.0000000000000000000000000000000000000000000000000136893340818865,NA,NA
"23G4B11",8.3,"date",2,0.0108081697632875,0.00540408488164377,6704670111162132437116666500874240,0.00000000000000000000000000000000000000000000000000334634541349134,NA,NA
"24G2B02",9.5,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",4.4,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",9.2,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",3.2,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",4.1,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",10.1,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",3.8,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",9.8,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",4.7,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",8.6,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",5.9,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",3.5,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",7.4,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",7.7,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",5.6,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",8,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",5,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",8.9,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",5.3,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",8.3,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",7.1,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",6.2,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",6.5,"date",1,0,0,NA,NA,"IV","IVB"
"24G2B02",6.8,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",5,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",4.7,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",4.1,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",10.1,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",5.6,"date",1,0.0295328925671918,0.0295328925671918,946.853568294596,0.0000754045861373744,"IV","IVB"
"24G4A05",6.5,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",4.4,"date",1,0.0005236445285414,0.0005236445285414,1.72834005144266,0.28009275150723,"IV","IVB"
"24G4A05",5.3,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",6.2,"date",1,0.0606685083252759,0.0606685083252759,6572340187331143067702097419960320,0.00000000000000000000000000000000000000000000000000413895489910108,"IV","IVB"
"24G4A05",7.4,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",3.8,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",3.2,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",5.9,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",8.3,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",8.6,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",7.7,"date",1,0.00000438789941056742,0.00000438789941056742,0.2,0.685037642474293,"IV","IVB"
"24G4A05",8,"date",1,0.00000504981277728988,0.00000504981277728988,0.558645706043346,0.509057814715067,"IV","IVB"
"24G4A05",3.5,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",6.8,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",9.8,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",9.5,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",8.9,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",9.2,"date",1,0,0,NA,NA,"IV","IVB"
"24G4A05",7.1,"date",1,0.00922761843621163,0.00922761843621163,264827839643486608111104727973888,0.00000000000000000000000000000000000000000000000051171163211958,"IV","IVB"
"24G4A10",7.4,"date",2,0.00387992220135406,0.00193996110067703,3.43540276374975,0.135393099222043,"I","IC"
"24G4A10",8,"date",2,0.00699839887258193,0.00349919943629097,13.3792054565974,0.016911891884076,"I","IC"
"24G4A10",6.8,"date",2,0.0228666664796289,0.0114333332398145,24.3977126975189,0.00574020490710051,"I","IC"
"24G4A10",7.1,"date",2,0.010436207437009,0.00521810371850452,45.0373581223893,0.00180789893351672,"I","IC"
"24G4A10",4.4,"date",2,0.015779180784369,0.0078895903921845,70.2631152728243,0.00076599622805015,"I","IC"
"24G4A10",6.5,"date",2,0.015061775648025,0.0075308878240125,24.2601472436676,0.00580050329095988,"I","IC"
"24G4A10",5,"date",2,0.0155985683640483,0.00779928418202417,58.169023105427,0.0011048773496882,"I","IC"
"24G4A10",8.3,"date",2,0.0231495500326206,0.0115747750163103,8.95019467497456,0.0333592525218483,"I","IC"
"24G4A10",9.5,"date",2,0.0309366144996408,0.0154683072498204,23.0471858465605,0.00637590907304317,"I","IC"
"24G4A10",6.2,"date",2,0.0107371746537822,0.00536858732689108,16.5770088553909,0.0115906666361083,"I","IC"
"24G4A10",8.9,"date",2,0.043500276429825,0.0217501382149125,6.54518929627087,0.0547793173295118,"I","IC"
"24G4A10",3.8,"date",2,0.00305514650428189,0.00152757325214094,4.65784175685223,0.0902387465165402,"I","IC"
"24G4A10",4.1,"date",2,0.0155357588628227,0.00776787943141135,48.4108182031092,0.00157402816264509,"I","IC"
"24G4A10",4.7,"date",2,0.0227163354551201,0.01135816772756,76.1100084659659,0.000655611588618972,"I","IC"
"24G4A10",10.1,"date",2,0.00253754109892335,0.00126877054946167,7.92750649139232,0.040586315952745,"I","IC"
"24G4A10",5.3,"date",2,0.00702449378682098,0.00351224689341049,10.4331647447831,0.0258759685591904,"I","IC"
"24G4A10",5.6,"date",2,0.00358497731447333,0.00179248865723666,5.97768378182186,0.0628501553788701,"I","IC"
"24G4A10",7.7,"date",2,0.00761602596775427,0.00380801298387714,48.9566671884155,0.00154048672692377,"I","IC"
"24G4A10",3.5,"date",2,0.000572854645466771,0.000286427322733385,16.8550090483897,0.0112513983521488,"I","IC"
"24G4A10",9.2,"date",2,0.0331562846439268,0.0165781423219634,5.6420138679841,0.0684927097531889,"I","IC"
"24G4A10",3.2,"date",2,0,0,NA,NA,"I","IC"
"24G4A10",5.9,"date",2,0.0168121133138367,0.00840605665691837,82.8546771104965,0.000555531156355065,"I","IC"
"24G4A10",8.6,"date",2,0.050968598073441,0.0254842990367205,4.52358326708038,0.0939912815473559,"I","IC"
"24G4A10",9.8,"date",2,0.0397620630299139,0.0198810315149569,13.0331524103634,0.0176994540441454,"I","IC"
"25D05",7.1,"date",3,0.0481456039522372,0.0160485346507457,60.7416919771604,0.00000756754879304056,"I","IC"
"25D05",10.1,"date",3,0.000035716053868349,0.0000119053512894497,0.773984582601813,0.540438325284986,"I","IC"
"25D05",5.6,"date",3,0.0196680770803165,0.00655602569343885,14.6226287930079,0.00130384286047249,"I","IC"
"25D05",7.4,"date",3,0.0234617465584534,0.00782058218615112,9.33671938161273,0.0054345652488323,"I","IC"
"25D05",5.3,"date",3,0.0201515519619737,0.00671718398732455,24.9684727605713,0.000204959389958676,"I","IC"
"25D05",9.2,"date",3,0.000325127099531519,0.00010837569984384,1.41213172993208,0.308720736071456,"I","IC"
"25D05",5,"date",3,0.0493047433938932,0.016434914464631,26.188786085815,0.00017273134215166,"I","IC"
"25D05",9.5,"date",3,0.000210964995804669,0.0000703216652682231,2.5401573939371,0.129772506305947,"I","IC"
"25D05",6.8,"date",3,0.0469566669473988,0.0156522223157996,10.7713560603326,0.0034995854162967,"I","IC"
"25D05",7.7,"date",3,0.0136574576681286,0.00455248588937621,6.2409429801464,0.0172291515397243,"I","IC"
"25D05",4.4,"date",3,0.0394811697664529,0.013160389922151,1.69792244157169,0.244103654881944,"I","IC"
"25D05",4.1,"date",3,0.0580360136858929,0.0193453378952976,27.2293420624856,0.000150118241525634,"I","IC"
"25D05",8.9,"date",3,0.00644904932628947,0.00214968310876316,9.17415346478134,0.00573065113368172,"I","IC"
"25D05",4.7,"date",3,0.035277615045025,0.0117592050150083,127.212329258388,0.000000433733347320556,"I","IC"
"25D05",3.8,"date",3,0.0455556108178086,0.0151852036059362,1.74595516158355,0.234902779260547,"I","IC"
