sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	replicate	max.OD	date
A1	0	0	0	0	0	0	0	0	cannot fit data	25G2A02	3.2	1	0.005	2023-04-28
A10	0.348825530195635	0.0135717438634191	0.280945122378146	11.4146770539787	2.46719777404423	12.7823309107875	12.732625	0.0107354504485032		25G2A02	5.9	1	0.36	2023-04-28
A11	0.35955147447467	0.00935351430667453	0.292441529938927	12.3879343042339	2.37020774957887	12.8438083403426	12.77525	0.0121871365339909		25G2A02	6.2	1	0.374	2023-04-28
A12	0.35132094979029	0.00889712860146522	0.284583837831977	12.8268725492366	2.43565195353501	12.3956092486957	12.3665	0.00506200359094075		25G2A02	6.5	1	0.359	2023-04-28
A13	0.316503589770226	0.00611537755855475	0.305085590978543	12.8718543823031	2.27197613081863	11.1611776495458	11.178625	0.00844738874901764		25G2A02	6.8	1	0.325	2023-04-28
A14	0.307969263480487	0.0185142334668973	0.193766382562378	14.1895621882007	3.57723136177559	10.3777243700564	10.34325	0.00750900638729853		25G2A02	7.1	1	0.315	2023-04-28
A15	0.227833424491641	0.0110480240511412	0.248055882887539	11.9999425066382	2.7943186530843	8.20198090942269	8.184	0.00513750846605965		25G2A02	7.4	1	0.232	2023-04-28
A16	0.185895851179561	0.015549560755589	0.231718884485854	10.3306253263818	2.99132797095034	6.9697531026754	6.956	0.00639179787189211		25G2A02	7.7	1	0.196	2023-04-28
A17	0.142037997386272	0.00401778695704912	0.344053923152472	10.2794028667522	2.01464693152988	5.37428098419169	5.36775	0.00368040793154476		25G2A02	8	1	0.145	2023-04-28
A18	0.156675654438464	0.0283844409086665	0.158194223713578	9.53550395434864	4.38162130252579	5.86196806777401	5.85925	0.00623723934939934		25G2A02	8.3	1	0.159	2023-04-28
A19	0.126989906958187	0.0134310501829528	0.142374656926232	14.9939048579726	4.86847305218853	4.12495312937721	4.1255	0.00613377475227374		25G2A02	8.6	1	0.126	2023-04-28
A2	0	0	0	0	0	0	0	0	cannot fit data	25G2A02	3.5	1	0.00700000000000001	2023-04-28
A20	0.194303948096504	0.021205135123974	0.0530012851234816	39.6144966037081	13.0779315811883	3.04558982716281	3.038	0.00709877001957232		25G2A02	8.9	1	0.119	2023-04-28
A21	0.112763085436868	0.0026785218499399	0.129138801439547	28.7751140251567	5.36745867882649	2.23771408625524	2.243	0.00413518034586371		25G2A02	9.2	1	0.101	2023-04-28
A22	0	0.0145744314397967	0	7.04730918783216	3.71625259832335	2.74491368582172	2.742625	0.00504029298409112		25G2A02	9.5	1	0.076	2023-04-28
