sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	max.OD	date
E11	0	0.00242878182325899	0	8.0977254157127	1.91875348757827	1.90780012033409	1.919	0.0115508679951392		28D03	6.8	0.094	2023-02-27
E12	0.108434627500015	0.00900744975444177	0.0446351803110468	53.8000181042531	15.5291672561788	1.19032131016164	1.187	0.00173149721909443		28D03	9.2	0.051	2023-02-27
E2	0.289980818693688	0.0232760042390603	0.221487732599798	11.0106301844895	3.12950596596869	10.6859551351839	10.676875	0.0327243654527137		25G2A02	6.8	0.385	2023-02-27
E3	0.110362638506016	0.00140483355294026	0.622555486092266	6.98900253206627	1.11339020544302	4.55005262645875	4.591875	0.0419345396330211		25G2A02	9.2	0.29	2023-02-27
E4	0.189810538001933	0.000020715862982265	1.06538504323524	8.56288800286053	0.650607200618356	7.53069272779876	7.68625	0.109275817895725		35G2B04	4.4	0.449	2023-02-27
E5	0.226771568770058	0.00000011828447650544	1.7621983450259	8.20926925852908	0.39334231729162	9.07732760530207	9.252625	0.120645257083648		35G2B04	6.8	0.448	2023-02-27
E6	0	0.000483874845500086	0	7.24774495401994	0.97977441526111	3.36293680867108	3.419625	0.0460210220982918		35G2B04	9.2	0.227	2023-02-27
F1	0.289094758418332	0.0302560462733305	0.202792679730794	10.5847464328147	3.4180088821751	10.7283865355745	10.700875	0.0188786844386905		25G2A02	4.7	0.332	2023-02-27
F10	0.271740459683173	0.00502269130160876	0.258977002493727	15.3381385525333	2.67648159444866	8.92079645274464	8.932375	0.0143583635150357		28D03	4.7	0.297	2023-02-27
F11	0.0918621165534384	0.0048465607190221	0.144893678118254	19.930597522065	4.78383314967157	2.57639880982707	2.608625	0.0101952492769299		28D03	7.1	0.103	2023-02-27
F12	0	0.00773739949446782	0	24.9262557657477	12.8255269506409	0.887071697253158	0.88325	0.00219463739276386		28D03	9.5	0.036	2023-02-27
F2	0.168338954044601	0.018195123843296	0.251627567249067	8.38715760864214	2.75465517605172	6.63191709534296	6.634875	0.0230590896937139		25G2A02	7.1	0.236	2023-02-27
F3	0.121693925965216	0.00424877243826315	0.414698139732119	8.00423494810113	1.67144993948537	4.88574921295979	4.913625	0.0265470396403419		25G2A02	9.5	0.209	2023-02-27
F4	0.195868712527838	0.0000896621449751604	0.945318227438227	8.13344450929932	0.733242161677497	7.85508925365971	7.998375	0.130189430276479		35G2B04	4.7	0.498	2023-02-27
F5	0.226778018671953	0.000000479983450926452	1.47615475581236	8.85119152421599	0.469562678188501	8.93201163524185	9.125875	0.0911369761198946		35G2B04	7.1	0.417	2023-02-27
F6	0	0.00209411445217451	0	7.99049511099876	1.54591187981146	3.1113302029078	3.15075	0.0591855149348555		35G2B04	9.5	0.288	2023-02-27
G1	0.251524912204148	0.017590386013262	0.254858029968584	10.15345198412	2.71973843886884	9.50766423770459	9.529375	0.0157669324304431		25G2A02	5	0.296	2023-02-27
G10	0.279659253782592	0.00415226255985218	0.254044356718262	16.5127054114786	2.72844943109149	8.85609074821859	8.870875	0.0123389467305621		28D03	5	0.303	2023-02-27
G11	0	0.00892719700275103	0	8.54292048356658	5.362890897561	1.34557918006506	1.340625	0.00418542644750546		28D03	7.4	0.054	2023-02-27
G12	0	0.00523511181047112	0	14.3545329208899	8.34426523685146	0.705873369029069	0.70425	0.00107730228742137		28D03	9.8	0.023	2023-02-27
G2	0.151259978079326	0.0183353212936346	0.263976542542897	7.50427721117066	2.62579081414897	6.08731828561337	6.08325	0.018058806588751		25G2A02	7.4	0.195	2023-02-27
G3	0	0.0103735961108012	0	4.99016017284944	2.15771526654994	2.64216255510248	2.643	0.0172950555760643		25G2A02	9.8	0.104	2023-02-27
G4	0	0.00898831312734662	0	4.8863257522132	1.67203485378168	3.32057769834117	3.3355	0.0296829686600428		35G2B04	5	0.126	2023-02-27
G5	0	0.00895732431724439	0	4.77137938945799	1.66237973601434	3.2132170924766	3.219	0.0148376959630104		35G2B04	7.4	0.145	2023-02-27
G6	0.10394762241585	0.0000505093746855819	0.574011377621984	13.2906728538706	1.2075495496823	3.6325804524413	3.790625	0.0444767604120704		35G2B04	9.8	0.245	2023-02-27
H1	0.435195704374502	0.0155487655874981	0.264571574548941	12.4557314571894	2.6198853060525	15.5124749501789	15.562875	0.044628552199905		25G2A02	5.3	0.539	2023-02-27
H10	0.270843477049496	0.00464529452810808	0.233165231010078	17.3627357865202	2.97277247365405	8.34307592535829	8.333875	0.0121540448942876		28D03	5.3	0.291	2023-02-27
H11	0	0.00486899566060177	0	8.36361609198574	3.36298867651658	1.25695355383354	1.25725	0.00569682342133954		28D03	7.7	0.059	2023-02-27
H12	0	0.00682628462802761	0	8.03384519164937	10.2758782292989	0.637822963307743	0.63625	0.000974044479928775		28D03	10.1	0.022	2023-02-27
H2	0.155982112837918	0.016773742060345	0.236080882061422	8.96369571062204	2.93605807682304	6.05094727152252	6.032375	0.020263904408407		25G2A02	7.7	0.21	2023-02-27
H3	0	0.00806405229271485	0	8.7987261292711	3.27938195055171	2.31960098258635	2.33025	0.0144314908779357		25G2A02	10.1	0.094	2023-02-27
H4	0.210035254603912	0.00208983067706445	0.839269825659491	5.48118432561823	0.825893126820419	8.9778894628608	9.048875	0.0702981850158878		35G2B04	5.3	0.408	2023-02-27
H5	0	0.0229322826999181	0	6.00858869365476	5.57754311467926	2.79219653545296	2.784875	0.00735604367750511		35G2B04	7.7	0.086	2023-02-27
H6	0.133241892106815	0.00000010628376845805	0.667273233235172	21.0431989427849	1.03877564097593	3.6234569823691	4.155125	0.0595701405381913		35G2B04	10.1	0.268	2023-02-27
