sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	max.OD	date
F1	0.529597021436788	0.0124860026314613	0.325156605711404	11.4518644100243	2.13173335059093	19.4419780216985	19.48475	0.022381982478703		25G2A02	4.7	0.572	2023-02-06
F10	0.454053986375214	0.00269136113549987	0.31314802619727	16.3571971433441	2.21348091820094	14.4661948482057	14.5665	0.00962907471949907		28D03	4.7	0.467	2023-02-06
F11	0.273705333766112	0.0166705701680495	0.15155796072865	18.0496387658823	4.57347919718292	8.16722887966532	8.128	0.0105699234858474		28D03	7.1	0.285	2023-02-06
F12	0	0.00581487519626211	0	28.3794407078354	8.02241875386319	1.52646455607227	1.5345	0.00266526730049633		28D03	9.5	0.063	2023-02-06
F2	0.504518052497988	0.0111658109994565	0.335030674216293	11.3075224925797	2.06890662230066	18.5974439287923	18.6685	0.0211469771431611		25G2A02	7.1	0.524	2023-02-06
F3	0.405224718314077	0.00877993753794645	0.181026276209172	21.0470410761725	3.82898657076185	10.9848974825358	11.070125	0.0114783426359412		25G2A02	9.5	0.395	2023-02-06
F4	0.546081808911444	0.0202771811821459	0.177101669785011	18.3817213209836	3.91383763575677	16.2018140510515	16.228625	0.0108668451318641		35G3B04	4.7	0.547	2023-02-06
F5	0.370851894372515	0.0122188543402627	0.279545391677621	12.0886253080962	2.47955144744186	13.3609718005125	13.38525	0.0403085020851294		35G3B04	7.1	0.42	2023-02-06
F6	0.38172089875997	0.0197656710974353	0.199930764531297	14.5429037922267	3.46693607752118	12.7621522836063	12.715	0.011817842305612		35G3B04	9.5	0.402	2023-02-06
G1	0.548007659211203	0.0145995257838957	0.308975134642514	11.6459138902339	2.24337528442838	20.003837873348	20.06375	0.0244176349818274		25G2A02	5	0.579	2023-02-06
G10	0.465130659319919	0.00404003591395481	0.284660401232452	16.6420794803097	2.43499685084026	14.6813012291242	14.730375	0.0110273364809812		28D03	5	0.485	2023-02-06
G11	0.234066030917977	0.0119624621659299	0.17255369384053	16.9302096056054	4.01699416067289	7.26258877348372	7.251	0.00923550720386903		28D03	7.4	0.255	2023-02-06
G12	0.05	0.0110389207440286	0.0314712227754864	533.09087677235	22.0247934281045	1.24987681048931	1.2495	0.00256476655575495		28D03	9.8	0.05	2023-02-06
G2	0.502751199749911	0.0182036785870127	0.278994843352378	11.7621952297056	2.48444441564277	18.2709156542034	18.275125	0.00979332367130575		25G2A02	7.4	0.513	2023-02-06
G3	0.403250400103237	0.0139621390245746	0.140609712791289	23.6681429989717	4.92958250749581	9.89521744600293	9.897625	0.0159004733832611		25G2A02	9.8	0.405	2023-02-06
G4	0.428982296990333	0.000141607701244282	0.518142496749602	15.4702234587747	1.33775396711943	14.0557124392086	14.363125	0.0240078625454477		35G3B04	5	0.45	2023-02-06
G5	0.392588311227138	0.0270476968088693	0.166170299728047	15.6693196164885	4.17130607391539	12.6272158148148	12.582375	0.0451260724346833		35G3B04	7.4	0.446	2023-02-06
G6	0.334348949934978	0.019358700557928	0.187039237090184	14.9134468667072	3.70589182966851	11.0382876190719	11.012625	0.0116146438833945		35G3B04	9.8	0.346	2023-02-06
H1	0.482411701533916	0.0134119482305166	0.365945377316796	9.71307876559027	1.89412743957111	18.5467933240896	18.62525	0.121880006066923		25G2A02	5.3	0.643	2023-02-06
H10	0.445356351674481	0.00303252407906228	0.299926088333262	16.6129161387609	2.3110599828507	14.0735581205741	14.16475	0.0121083871307617		28D03	5.3	0.464	2023-02-06
H11	0.350872050067651	0.0170032150651954	0.111886696930823	26.6103642371027	6.19508127037212	7.69933586472512	7.704625	0.0105255978433799		28D03	7.7	0.314	2023-02-06
H12	0	0.0111374754002186	0	0.565103455216345	9.11525594130554	0.891918318829736	0.889125	0.00317506111268545		28D03	10.1	0.029	2023-02-06
H2	0.476605597635892	0.0256239825425972	0.238798499188609	12.0096979362974	2.90264462680932	17.1557644723309	17.0795	0.0367636385100024		25G2A02	7.7	0.543	2023-02-06
H3	0.314582896744871	0.0110333420108224	0.0981770355635697	33.761694631462	7.06017630885924	5.13204049615337	5.20825	0.0172680282563226		25G2A02	10.1	0.233	2023-02-06
H4	0.432812369537538	0.00692027474169366	0.288433818835101	14.2831050839413	2.40314115508148	14.6711782952646	14.700125	0.0233617089366597		35G3B04	5.3	0.473	2023-02-06
H5	0.393936392097107	0.0404932432441355	0.16954093841031	12.7791407927157	4.08837645384764	13.7214504069946	13.64725	0.0265597006390323		35G3B04	7.7	0.429	2023-02-06
H6	0.409530725171982	0.0257288044393637	0.0704683623658321	38.350762494813	9.83628904218768	6.0209624166119	6.026	0.0122377581964843		35G3B04	10.1	0.259	2023-02-06
