sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	max.OD	date
D6	0	0.0000887588730697302	0	15.0241310752664	1.64822170517447	1.63776243758002	1.705125	0.019652081582587		25D05	8.9	0.108	2023-02-09
E1	0.219144308644475	0.0165359169516678	0.248973356953997	10.0642905792184	2.78402150752226	8.29651222699561	8.26087527777778	0.0204857526351522		35G2A07	4.4	0.256	2023-02-09
E10	0.281269264147429	0.0100998806153151	0.201086698457129	16.3621964000897	3.44700661892722	8.91677050562617	8.956125	0.0188451820845148		35G3B04	4.4	0.307	2023-02-09
E11	0.211655247930865	0.0127543937216555	0.176289407221744	15.5819382794828	3.93187084512727	6.84094811148003	6.85375	0.0192530674240893		35G3B04	6.8	0.228	2023-02-09
E12	0	0.00026565002570511	0	12.2629918345013	1.4747828218966	3.0527319295422	3.1555	0.0195188387151051		35G3B04	9.2	0.13	2023-02-09
E2	0.223415501392168	0.011820620582217	0.262027255506884	11.0096485497889	2.6453247362343	8.27104119165998	8.22025013888889	0.0510912072693272		35G2A07	6.8	0.347	2023-02-09
E3	0.215905094486221	0.0115865223704559	0.10825079814618	26.5110086477673	6.40315999909699	4.76225135664799	4.7535	0.00552818291194041		35G2A07	9.2	0.199	2023-02-09
E4	0.563323942729429	0.0349090850839429	0.0553157344469853	49.1204646322157	12.5307417046819	6.16179264783269	6.12775	0.0319168150208472		25D05	4.4	0.28	2023-02-09
E5	0.176175953951282	0.0116120532880103	0.116020807431131	22.8515502706877	5.97433508615592	4.44672644959864	4.43425013888889	0.00892343762480558		25D05	6.8	0.184	2023-02-09
E6	0	0.000865330026191321	0	16.5993947691023	2.86613802313498	1.5403119397822	1.60925	0.0137159016160645		25D05	9.2	0.079	2023-02-09
F1	0.234778177365655	0.0100495778885272	0.277146821742179	11.2119734860001	2.50101075019637	8.6558206619437	8.66037527777778	0.0242292100419327		35G2A07	4.7	0.306	2023-02-09
F10	0.269863553433602	0.0096037439775422	0.204375440643374	16.144441664454	3.39153852526466	8.61484446584893	8.652125	0.019687259805782		35G3B04	4.7	0.288	2023-02-09
F11	0.165343559797787	0.0161964923033229	0.159211374718124	13.9445950952878	4.35362851295725	5.5675021574576	5.55499986111111	0.0125397194160033		35G3B04	7.1	0.176	2023-02-09
F12	0	0.0041807336166124	0	9.36692781761769	2.19118011025244	3.29474518842738	3.32112458333333	0.0092464919980282		35G3B04	9.5	0.107	2023-02-09
F2	0.27263568401642	0.0441937581240139	0.104158465528399	15.7711469332515	6.65473686698039	8.47613596200816	8.41512527777778	0.0630878822008296		35G2A07	7.1	0.349	2023-02-09
F3	0.127169362050648	0.0105280814712972	0.0713726289166761	33.6971913536164	9.71166665822495	2.23543769948936	2.22575013888889	0.00395424476883835		35G2A07	9.5	0.096	2023-02-09
F4	0.260040165672493	0.0243380052412444	0.0851501659544079	26.6650078740929	8.14029159885699	5.76112240953822	5.72525013888889	0.0216044666466514		25D05	4.7	0.244	2023-02-09
F5	0.100733032700159	0.00895428578200888	0.164662396638897	14.133454433302	4.20950499147666	3.38070470899225	3.360125	0.0128957875955369		25D05	7.1	0.131	2023-02-09
F6	0.131788124177638	0.0033744327884871	0.0906886629352591	40.1266227885152	7.64315139429026	1.6002096602501	1.621375	0.00616551544537647		25D05	9.5	0.088	2023-02-09
G1	0.241719000153875	0.0262815521934965	0.252523775718912	8.33110997640842	2.74487888748939	9.53605979716332	9.57087569444444	0.0274149122703727		35G2A07	5	0.319	2023-02-09
G10	0.259813813275314	0.017936842522788	0.173366549959415	15.0061956767769	3.99815985680174	8.53152645871729	8.55512513888889	0.0224696089672072		35G3B04	5	0.276	2023-02-09
G11	0.134925754073246	0.0169747004717826	0.152437325228125	12.717001610271	4.54709618869681	4.6775890761065	4.657625	0.0127291056459092		35G3B04	7.4	0.14	2023-02-09
G12	0	0.00570461927336766	0	9.46989992851402	2.57359490219147	3.03305095441844	3.05212486111111	0.00891611616599061		35G3B04	9.8	0.105	2023-02-09
G2	0.257588273501955	0.0306340205063474	0.159133436359129	12.5846418056236	4.35576077799053	8.98443188339394	8.88112527777778	0.0364628951206523		35G2A07	7.4	0.296	2023-02-09
G3	0.085	0.0112464861643507	0.0430409775546735	124.866752918221	16.1043549645094	1.79362173571046	1.791375	0.00581376081400736		35G2A07	9.8	0.085	2023-02-09
G4	0.195003267915817	0.0116904806681607	0.17178891340533	16.0220992532547	4.03487726198308	6.21645973603779	6.24312513888889	0.0256492942951738		25D05	5	0.247	2023-02-09
G5	0.149915118727062	0.0160637849418772	0.104063937184832	20.3736513936527	6.66078181655589	4.09116532963496	4.044625	0.0209825856877858		25D05	7.4	0.18	2023-02-09
G6	0.153302625551186	0.00584556275592001	0.0655007907297121	49.2796213232848	10.5822719518029	1.45280339246759	1.46125027777778	0.00737492658426047		25D05	9.8	0.08	2023-02-09
H1	0.260940825878873	0.012682354394243	0.259261764079416	11.4720303171727	2.67354186615664	9.54361156863066	9.54437527777778	0.0327942559515949		35G2A07	5.3	0.373	2023-02-09
H10	0.248136494520026	0.0213089157007527	0.16530386830632	14.3073760208332	4.19316975254017	8.29008158373186	8.30737513888889	0.0223278262375611		35G3B04	5.3	0.266	2023-02-09
H11	0.139245885022685	0.0348437167877059	0.12482308254284	8.79146383421861	5.55303687779103	5.17955202923707	5.16175069444444	0.00852466914212883		35G3B04	7.7	0.145	2023-02-09
H12	0	0.0137599719855061	0	45.6888037246963	21.0924773872829	1.22885432347173	1.22550013888889	0.00331342296460446		35G3B04	10.1	0.061	2023-02-09
H2	0.286643386116756	0.0323853084339441	0.0816401226226122	25.2405908062517	8.49027608353887	6.67083181527666	6.623875	0.0195831959413594		35G2A07	7.7	0.268	2023-02-09
H3	0.106609369127528	0.0100320943036346	0.085757220014932	26.4065705342277	8.08266849647475	2.38238602392717	2.365625	0.0127863461147886		35G2A07	10.1	0.106	2023-02-09
H4	0.201390780552189	0.00334994307048235	0.300903904317021	13.557583829922	2.30354997265064	6.97306442223679	6.993625	0.0378270090361753		25D05	5.3	0.3	2023-02-09
H5	0.0985634830678102	0.000602483516550154	0.333246841485705	15.2777574287445	2.07998124594282	3.24684596005531	3.34775	0.0167254585832697		25D05	7.7	0.128	2023-02-09
H6	0.045	0.00797087276815051	0.0319099212882373	506.12316147081	21.7219959365884	0.914530965981653	0.915	0.00334464244077112		25D05	10.1	0.045	2023-02-09
