sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	replicate	max.OD	date
A1	0	0.0221307148777839	0	-57.8626749381079	20.1730192628737	0.987759720656074	0.9347375	0.00209276344126902	questionable fit (k < n0)	25G2A02	3.2	1	0.0247	2025-10-11
A10	0.25091418481773	0.0244882827165292	0.21517943064487	10.3365967416678	3.22125204292369	9.38098532879127	9.3576125	0.0136090761527783		25G2A02	5.9	1	0.2656	2025-10-11
A11	0.2802365696387	0.0390951364251085	0.226759454686397	8.0234164989043	3.05675095893378	11.0733222843452	11.05385	0.0106253896645433		25G2A02	6.2	1	0.29	2025-10-11
A12	0.28048842710985	0.0236734320084366	0.262821406818512	9.07080813573983	2.63733152086272	10.8811402568694	10.846275	0.0156992622768337		25G2A02	6.5	1	0.2998	2025-10-11
A13	0.324343273847891	0.0229319929480551	0.294027231374286	8.7608984183379	2.35742511780344	12.7108402072507	12.702475	0.0040971230428403		25G2A02	6.8	1	0.3312	2025-10-11
A14	0.294801061149841	0.0260536919879124	0.239718268157473	9.73481213186394	2.89150754294875	11.2258276077174	11.201875	0.00639749283002861		25G2A02	7.1	1	0.3099	2025-10-11
A15	0.272479914946697	0.0225578853852906	0.280583608152028	8.5716493347123	2.47037660227243	10.7139482387591	10.70705	0.00512955724578755		25G2A02	7.4	1	0.2777	2025-10-11
A16	0.220008868851186	0.0346134252333266	0.194493785552235	8.62880761346182	3.56385258578757	8.51283320439528	8.4828	0.0101895131777081		25G2A02	7.7	1	0.2329	2025-10-11
A17	0.192416145077929	0.0180417467767917	0.376596909860733	6.02372538021364	1.84055461532139	8.06503839825358	8.0632625	0.00804806213758141		25G2A02	8	1	0.2101	2025-10-11
A18	0.16304206394651	0.0267074228152371	0.25295470288833	6.44451716664793	2.74020278194212	6.69256414577826	6.6804	0.00763009606929151		25G2A02	8.3	1	0.1746	2025-10-11
A19	0.180142227794663	0.0163146059835206	0.355830863624852	6.48272605091386	1.94796812592041	7.46693277021359	7.4676	0.00969911082921035		25G2A02	8.6	1	0.1968	2025-10-11
A2	0	0.0238712434614244	0	-7.05072171981996	5.25147921505364	1.52062166574435	1.5159875	0.00194116610699153	questionable fit	25G2A02	3.5	1	0.0359	2025-10-11
A20	0.20896544806239	0.0277543129102346	0.147825229236153	12.6924991450097	4.68896401609925	7.22574335742245	7.2105875	0.00403403183865582		25G2A02	8.9	1	0.2162	2025-10-11
A21	0	0.0354350103859331	0	11.7758578589238	4.54487130676239	8.82301411670022	8.8047	0.00801232337054181		25G2A02	9.2	1	0.2478	2025-10-11
A22	0	0.0259592016119727	0	15.195923095938	5.40274515881044	6.68324868049802	6.679275	0.00542859975268022		25G2A02	9.5	1	0.2059	2025-10-11
A23	0	0.0306632895159384	0	16.0851858563577	5.71113412437879	7.69257929505599	7.7044125	0.0126157732367641		25G2A02	9.8	1	0.2358	2025-10-11
A24	0	0.0117041661031385	0	20.3556487663355	5.08318802062194	5.50049026562031	5.5775375	0.0170591979382296		25G2A02	10.1	1	0.1908	2025-10-11
A3	0.160216641305673	0.0183870580112449	0.227608798619682	8.97583565946114	3.04534440128627	6.19860534224781	6.2200875	0.00906613209329015		25G2A02	3.8	1	0.1623	2025-10-11
A4	0.172170828735994	0.0167517224678942	0.246169171194734	9.04916030563296	2.81573511904798	6.66903842232564	6.6898375	0.00714530553677466		25G2A02	4.1	1	0.1728	2025-10-11
A5	0.19367532907021	0.0165648434475489	0.248120102105015	9.54977507013308	2.79359541882897	7.41580422834809	7.4547125	0.011198775981525		25G2A02	4.4	1	0.1919	2025-10-11
A6	0.187829270943051	0.0137640638455458	0.275823219293249	9.19925763477619	2.51301243722707	7.27361863910186	7.3086	0.00930075377211812		25G2A02	4.7	1	0.1918	2025-10-11
A7	0.201418913516708	0.022282450771959	0.232348836652511	8.97077213457	2.98321777955179	7.79991554779978	7.8184125	0.00857831888187934		25G2A02	5	1	0.2046	2025-10-11
