sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	replicate	max.OD	date
A1	0	0.003	0	-2.40746637722155	1.51894216811196	0.0981864928629981	0.0973750000000001	0.000170667782260842	questionable fit (k < n0)	35G1A08	3.2	1	0.003	2023-06-02
A10	0	0.00119457011108958	0	14.0814794469852	2.7698951198036	1.41832700517216	1.43187513888889	0.00176569858297356		35G1A08	5.9	1	0.042	2023-06-02
A11	0	0.00674903236071081	0	10.2141688840446	5.20050803468532	1.20170317060025	1.19912791666667	0.00332090064064689		35G1A08	6.2	1	0.035	2023-06-02
A12	0	0.00260962511476312	0	10.8041110511772	3.74034095168445	0.805482520536135	0.808626527777778	0.00211651657453549		35G1A08	6.5	1	0.027	2023-06-02
A13	0	0.0020575086095702	0	7.62920262207759	2.4848461426958	0.776909007826514	0.777500138888889	0.00372898580386191		35G1A08	6.8	1	0.048	2023-06-02
A14	0	0.00199530995668148	0	24.5243108297806	7.82476450343597	0.463835685124565	0.463375	0.00200388969690872		35G1A08	7.1	1	0.028	2023-06-02
A15	0	0.00354774005285292	0	0.0197914367894755	5.94113280844939	0.300376663955836	0.299625	0.000287057817281837		35G1A08	7.4	1	0.00699999999999999	2023-06-02
A16	0	0.0024577068251272	0	0.454329080903109	4.60718730650824	0.220729893012157	0.22025	0.000272664502551849		35G1A08	7.7	1	0.00600000000000001	2023-06-02
A17	0	0.000225670101229918	0	12.3949920083601	3.41353178108491	0.107064447873524	0.106625	0.000287185450989692		35G1A08	8	1	0.003	2023-06-02
A18	0	0.000831237283460035	0	70.1267069488953	17.7885963922682	0.101836171937077	0.101749861111111	0.000657710418122661		35G1A08	8.3	1	0.00600000000000001	2023-06-02
A19	0	0.00176434244322748	0	1.65827388780177	11.9271769027626	0.135468478080782	0.134875	0.000613793074341587		35G1A08	8.6	1	0.005	2023-06-02
A2	0	0.00284213787946062	0	22.5639197161653	80.0656011418883	0.152789268936305	0.15225	0.000437915725996992		35G1A08	3.5	1	0.005	2023-06-02
