sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	max.OD	date
C1	0.484	0.247857104480021	0.00220012040222229	4109.10954954584	315.049658127715	12.6134875635895	12.5867454166667	0.0999084726009244		25G2A02	3.8	0.484	2023-03-06
C10	0.240148365577708	0.010517341525635	0.280762774403855	10.9823972047476	2.46880015355208	8.90853833728999	8.88036847222222	0.0444469666246875		28D03	3.8	0.373	2023-03-06
C11	0.28338166210036	0.00973601030836787	0.244736256712702	13.6310110243986	2.83222106062379	9.76668485400462	9.78425	0.00999469777163053		28D03	6.2	0.304	2023-03-06
C12	0	0.00571701664641838	0	5.34411463909592	1.59122851350653	2.74664667412215	2.75225013888889	0.00641571948729731		28D03	8.6	0.078	2023-03-06
C2	0.318683478534768	0.0415549748147401	0.212114784375138	8.94545880719875	3.26779287262726	12.31226117411	12.2870011111111	0.0190574746628692		25G2A02	6.2	0.376	2023-03-06
C3	0.110582002497051	0.0111265448038089	0.54566927616565	4.01410946346416	1.27026976015693	4.86885086816529	4.86937458333333	0.0117297379104307		25G2A02	8.6	0.131	2023-03-06
C4	0.186351110691748	0.00167588466271941	0.961226950364854	4.89193271459897	0.72110668588396	8.07579499974636	8.08137097222222	0.0390221805760642		35G2B04	3.8	0.267	2023-03-06
C5	0.227375630192536	0.0171694132334277	0.313870459554035	7.98087063554729	2.20838616525049	9.09656420770473	9.12662486111111	0.034046270469637		35G2B04	6.2	0.275	2023-03-06
C6	0.1085777294038	0.00931362478128485	0.548299496600283	4.31571737328436	1.26417621182909	4.75119813484323	4.74125027777778	0.0074576885247711		35G2B04	8.6	0.118	2023-03-06
D1	0.304527286676748	0.0334311714974939	0.206659477653794	10.1276975399445	3.35405464307394	11.4347614426367	11.4295036111111	0.0232183712451292		25G2A02	4.1	0.406	2023-03-06
D10	0.307079825088712	0.00674726896738938	0.295859704158726	12.8295692254196	2.34282388178175	10.8501158522383	10.88275	0.00964285775791549		28D03	4.1	0.327	2023-03-06
D11	0.239354194771578	0.0152006552852344	0.188730289835627	14.2584040205257	3.67268646258973	8.05197122369583	8.05037513888889	0.0067828293616587		28D03	6.5	0.243	2023-03-06
D12	0	0.00692600949202783	0	5.60342775883065	1.86456142752028	2.6463994708117	2.65137486111111	0.00704458620111301		28D03	8.9	0.076	2023-03-06
D2	0.318584454739145	0.0344059848483576	0.198602337206822	10.6311534808572	3.49012599906168	11.7984724918219	11.7811268055556	0.0182736177062053		25G2A02	6.5	0.395	2023-03-06
D3	0.0907098636904767	0.00873459247656939	0.699415131256501	3.20142679610764	0.991038296976367	4.07210995142353	4.0755	0.00777286370543541		25G2A02	8.9	0.1	2023-03-06
D4	0.291792043437339	0.0138143678219384	0.273405288734437	10.9794204192474	2.53523691428372	10.819970163375	10.8227536111111	0.0145119573252265		35G2B04	4.1	0.34	2023-03-06
D5	0.201319390197875	0.0145020980054907	0.319926204019182	7.98883533462103	2.16658458060655	8.0558490841589	8.07362708333333	0.0345399092732419		35G2B04	6.5	0.254	2023-03-06
D6	0.0956580699638437	0.00257541210057913	1.03555715158835	3.46429777126738	0.669347104113749	4.28042360872668	4.27700027777778	0.00920074439719751		35G2B04	8.9	0.123	2023-03-06
E1	0.320220254470066	0.0332141854571786	0.302105625023135	7.13831893822985	2.29438687381893	13.0448116728145	13.0346280555556	0.0355278630898649		25G2A02	4.4	0.422	2023-03-06
E10	0.314216531145355	0.00934622478105094	0.284237361970549	12.2605766601059	2.4386209320074	11.2712906696436	11.293375	0.0103014130394439		28D03	4.4	0.334	2023-03-06
E11	0.187044749016699	0.0232596239914156	0.143663758701608	13.58614303025	4.82478801073015	6.31745080173718	6.30250055555556	0.00560311233332178		28D03	6.8	0.19	2023-03-06
E12	0	0.00881362891828894	0	6.63452062388089	2.74850969318962	2.28265176883685	2.28737527777778	0.00653118193216311		28D03	9.2	0.078	2023-03-06
E2	0.286487046539113	0.025524004561905	0.238818091585305	9.73443601156088	2.90240649675552	10.9188899933098	10.9228759722222	0.0254810621705199		25G2A02	6.8	0.383	2023-03-06
E3	0.137	0.0522243646609372	0.0188965427879351	739.18364003597	36.6811637630614	4.1127125859315	4.10162527777778	0.0116033691764146		25G2A02	9.2	0.137	2023-03-06
E4	0.247532692025263	0.013821461200667	0.349179854939509	8.0985879149425	1.98507207891481	9.89503163459809	9.93500027777778	0.0263031071745982		35G2B04	4.4	0.287	2023-03-06
E5	0.188716346092714	0.0181843853104693	0.28743333909678	7.78740372845969	2.41150585641202	7.56712876414405	7.58737472222222	0.0310457951120759		35G2B04	6.8	0.232	2023-03-06
E6	0.139	0.0595133628431663	0.00775770529170865	1456.26119548712	89.349511807412	3.48169956247221	3.47000041666667	0.0216089791271709		35G2B04	9.2	0.139	2023-03-06
F1	0.259515708805745	0.0291346827193127	0.312324342162002	6.6206983693424	2.21931846798035	10.7013398950323	10.6993772222222	0.0331560931785335		25G2A02	4.7	0.334	2023-03-06
F10	0.300626382454854	0.00863257197530014	0.289273784481417	12.1725171999559	2.39616314282525	10.8119203604056	10.833625	0.0106749960239115		28D03	4.7	0.323	2023-03-06
F11	0.104288295330361	0.0234331548830112	0.177421414397532	6.98059630161386	3.9067842115545	4.15343518701215	4.14	0.00742247779294618		28D03	7.1	0.109	2023-03-06
F12	0	0.00648340709970054	0	7.89128803257956	2.77963067837919	2.10550257247823	2.11587444444444	0.00757178907873397		28D03	9.5	0.078	2023-03-06
F2	0.196379001418856	0.0211848616953383	0.268233990072359	7.87598869432255	2.58411389389153	7.84264980582382	7.84312569444444	0.0260441924956773		25G2A02	7.1	0.292	2023-03-06
F3	0	0.0167722009402473	0	2.45870126205724	1.38308044701281	3.36256348787482	3.35975013888889	0.00753164477012322		25G2A02	9.5	0.094	2023-03-06
F4	0.241512065605454	0.00919102786078613	0.367761573652789	8.78257179166007	1.88477326131512	9.50342884647674	9.54737513888889	0.0267418745596933		35G2B04	4.7	0.284	2023-03-06
F5	0.163303725633153	0.0207988247532296	0.261658391993778	7.35493287156065	2.64905388769808	6.59130905038424	6.59474986111111	0.020739393953776		35G2B04	7.1	0.194	2023-03-06
F6	0	0.0040181556696575	0	4.38906838115368	1.05670359206889	3.30553421157147	3.31275013888889	0.0214867654620499		35G2B04	9.5	0.118	2023-03-06
G1	0.280018800311302	0.0287619573147904	0.293166642394083	7.39314026224141	2.36434532557834	11.3337520057137	11.3366240277778	0.0297312355039827		25G2A02	5	0.361	2023-03-06
G10	0.299708457400539	0.00954368359290597	0.286672040083985	11.9110653915988	2.41790995856058	10.853621435221	10.87975	0.0108569293992633		28D03	5	0.33	2023-03-06
G11	0	0.0088688197649428	0	5.43804204632357	1.76535663363599	3.56645707446872	3.572125	0.00471833836318865		28D03	7.4	0.091	2023-03-06
G12	0	0.00619502703916645	0	11.5500240330343	3.84930656734119	2.01017375725849	2.02262444444444	0.00648735763736456		28D03	9.8	0.066	2023-03-06
G2	0.138761697573884	0.0198395827520169	0.380710456536929	4.70381015230786	1.82066756680404	5.98461177622547	5.98425013888889	0.0232962340570626		25G2A02	7.4	0.203	2023-03-06
G3	0.0898079178875282	0.0189756903341364	0.288138901673385	4.57125149380571	2.40560082840064	3.84762015993701	3.843	0.00481089541476786		25G2A02	9.8	0.102	2023-03-06
G4	0.252823349630396	0.0122847300689362	0.330997853755115	8.98653447412018	2.0941138218762	9.88558631530618	9.92237638888889	0.0240404646046616		35G2B04	5	0.311	2023-03-06
G5	0.149745103800384	0.0255914629753364	0.215522078120388	7.32760667942207	3.21613073985285	5.99598471741204	5.99649972222222	0.0148059363038044		35G2B04	7.4	0.17	2023-03-06
G6	0	0.00435973325635287	0	4.3974357239491	1.1381251027546	2.96626277735566	2.97225	0.0119991613943744		35G2B04	9.8	0.106	2023-03-06
H1	0.229614051435717	0.0229048710880045	0.374918936005545	5.86783720184188	1.84879213609444	9.66437468249791	9.66300041666667	0.0226155116543281		25G2A02	5.3	0.301	2023-03-06
H10	0.292015020895165	0.0116794198961161	0.257471517956868	12.3437309723806	2.69213148724304	10.4354166642275	10.45175	0.00897742679119093		28D03	5.3	0.312	2023-03-06
H11	0	0.00999404030460662	0	5.10502585250625	1.91041303014613	3.14913473740968	3.15549930555556	0.00849376230543241		28D03	7.7	0.091	2023-03-06
H12	0	0.0108471234817587	0	26.4629410524513	10.8241334088169	1.57991843813969	1.58275027777778	0.00411237746729136		28D03	10.1	0.057	2023-03-06
H2	0.170317447999498	0.0307083493081868	0.245651801111657	6.16446440111515	2.8216653711604	7.02799586969285	7.01824986111111	0.024900047851396		25G2A02	7.7	0.228	2023-03-06
H3	0	0.0279258365332364	0	2.16176372504404	2.47207874230899	3.52284518962173	3.51725027777778	0.00432042036985523		25G2A02	10.1	0.092	2023-03-06
H4	0.240051515402409	0.0112350433973423	0.338596682387357	8.90109867696187	2.04711746043329	9.40884780105787	9.44337486111111	0.0282268962527076		35G2B04	5.3	0.288	2023-03-06
H5	0.13310912688998	0.0278428976973416	0.218832818785218	6.07730938465523	3.16747361939464	5.46925658636255	5.46024972222222	0.0097138635038816		35G2B04	7.7	0.149	2023-03-06
H6	0	0.00819652823909838	0	4.94079861246218	1.61256979606209	3.30243210745764	3.30637486111111	0.00737634851604171		35G2B04	10.1	0.1	2023-03-06
