sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	replicate	max.OD	date
A1	0	0.0175784521500747	0	-31.3357975985635	13.645615524506	0.732708183773228	0.68825	0.00113434985991683	questionable fit (k < n0)	25G2A02	3.2	1	0.018	2023-03-31
A10	0.282006680006852	0.0137010588078886	0.193752764308151	15.3528317591187	3.57748279378115	9.1944649079266	9.183125	0.0094481065689132		25G2A02	5.9	1	0.296	2023-03-31
A11	0.302539009371621	0.0196041750803658	0.157274596110857	16.9733327044592	4.40724184134209	9.33394550680262	9.33275	0.00694388328358183		25G2A02	6.2	1	0.301	2023-03-31
A12	0.282185281361823	0.0125446899263897	0.178025866553893	17.2322849830103	3.89351948667589	8.67426168856337	8.68525	0.00558831833698498		25G2A02	6.5	1	0.287	2023-03-31
A13	0.285028358990437	0.0119549580923011	0.178639476482604	17.513455552807	3.88014561063408	8.6861359990509	8.734125	0.00502706331529013		25G2A02	6.8	1	0.286	2023-03-31
A14	0.295740078015795	0.0121253130716051	0.160325926216142	19.6619578220424	4.32336302006131	8.38290845353744	8.432125	0.00271363217526011		25G2A02	7.1	1	0.294	2023-03-31
A15	0.245125524980242	0.0131262994327911	0.163284091905994	17.5896879603957	4.24503803444004	7.4319963490679	7.47025	0.00526686874206285		25G2A02	7.4	1	0.248	2023-03-31
A16	0.197508140038054	0.00635356142113035	0.251469898927079	13.5366774233345	2.75638230864738	6.8216685396142	6.854875	0.00654636520252244		25G2A02	7.7	1	0.203	2023-03-31
A17	0.172685627061713	0.00229233817965178	0.344744614904647	12.4977641623406	2.01061061026773	6.15938679162485	6.20925	0.0100506028603744		25G2A02	8	1	0.191	2023-03-31
A18	0.123170682535042	0.00970691663222354	0.161488221582273	15.2249175354131	4.29224604598676	4.00323611987057	4.025875	0.006637127069661		25G2A02	8.3	1	0.125	2023-03-31
A19	0.124770136844652	0.00966736036322853	0.119800560643723	20.6766155684978	5.78584254393691	3.38849273014552	3.36425	0.00315769103870527		25G2A02	8.6	1	0.119	2023-03-31
A2	0	0.0162705704814796	0	-2.11070976890639	2.0076304376214	1.13525754513239	1.131125	0.000405927008477864	questionable fit	25G2A02	3.5	1	0.025	2023-03-31
A20	0.103691657784058	0.015478705650746	0.0760683056617799	22.8779717952495	9.1121679986125	2.59114346831058	2.519875	0.00671264175472487		25G2A02	8.9	1	0.092	2023-03-31
A21	0	0.00634265628311876	0	21.1728655070918	6.19576275926626	1.97534628544169	1.970125	0.0027356813451057		25G2A02	9.2	1	0.073	2023-03-31
A22	0.053	0.00153394357805707	0.0753113389350702	257.738575628097	9.20375590663106	0.748045932092084	0.83575	0.00486794185498155		25G2A02	9.5	1	0.053	2023-03-31
A23	0.139	0.053957527254588	0.0183907941815083	772.283133697983	37.6898992897705	4.18578792546407	4.117	0.032096908389506		25G2A02	9.8	1	0.139	2023-03-31
