sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	replicate	max.OD	date
A1	0.014	0.0108368198367967	0.00323066383733223	4439.84128886869	214.552554973446	0.565258684758792	0.562625	0.000633795548869329		35G2A07	3.2	1	0.014	2023-04-21
A10	0.312819268381551	0.00390687857984135	0.286105261624643	15.2752135550851	2.42269987145263	10.2873319689838	10.357125	0.0132750361787866		35G2A07	5.9	1	0.336	2023-04-21
A11	0.292726335887407	0.00196847308304899	0.318778428244327	15.6699206538343	2.17438546383911	9.51762610078241	9.52975	0.0104356615772793		35G2A07	6.2	1	0.314	2023-04-21
A12	0.293658105361018	0.000719159705757235	0.337234101846584	17.8203687043084	2.05538875447203	8.92050743932474	8.870875	0.0108364494218457		35G2A07	6.5	1	0.322	2023-04-21
A13	0.275485944703994	0.00113067306870821	0.320370350674255	17.1414451285343	2.16358092782662	8.55400067261773	8.558125	0.0109502143052419		35G2A07	6.8	1	0.298	2023-04-21
A14	0.252737659375628	0.000500550473656506	0.352093567917607	17.6726215963618	1.96864482546341	7.71520398909963	7.676625	0.0116775842796077		35G2A07	7.1	1	0.279	2023-04-21
A15	0.240833396703303	0.00786119272127968	0.19307442262126	17.5527175665519	3.5900518108483	7.34398240469543	7.38425	0.0148128465897367		35G2A07	7.4	1	0.253	2023-04-21
A16	0.170508992779398	0.00195108469481539	0.218901840002547	20.3693760051654	3.16647489373264	4.73896935919132	4.745875	0.00258481735916906		35G2A07	7.7	1	0.172	2023-04-21
A17	0.139586978591038	0.00217128383276568	0.172955867863501	23.9812157324242	4.00765345011009	3.38077070578773	3.403625	0.00347031900011565		35G2A07	8	1	0.14	2023-04-21
A18	0.128358688854194	0.00213898414972068	0.130683790522001	31.2027455003987	5.30400272131112	2.26693660990559	2.27475	0.00130018573236777		35G2A07	8.3	1	0.115	2023-04-21
A19	0.077	0.0140069728805704	0.0354455097706182	491.824513736776	19.5552888093745	1.78673853347577	1.794875	0.0053163060833125		35G2A07	8.6	1	0.077	2023-04-21
A2	0	0.013	0	-6.97608323839168	9.95957690250007	0.308110146252316	0.295	0.00096836994500372	questionable fit (k < n0)	35G2A07	3.5	1	0.013	2023-04-21
A20	0.102915966818261	0.00197375476147055	0.0671554121580032	58.5896262091696	10.3215386263896	0.589530047053775	0.592625	0.00103026123067288		35G2A07	8.9	1	0.034	2023-04-21
A21	0.023	0.00494584372321935	0.0317101335965285	579.473322624147	21.8588539985157	0.563305240229632	0.564	0.00125837463544537		35G2A07	9.2	1	0.023	2023-04-21
A22	0	0.0103734814631351	0	13.2012210264717	6.28424521221734	1.82664139638572	1.826	0.00669308730832811		35G2A07	9.5	1	0.062	2023-04-21
A23	0.132940090267859	0.0118434504360304	0.339476695659033	6.84822824036475	2.04181079120711	5.46139600824167	5.443125	0.00975638237766064		35G2A07	9.8	1	0.16	2023-04-21
A24	0.051	0.015216538772795	0.0245250145837862	716.212098005979	28.2628651735113	1.40321645306347	1.40225	0.00279195745467784		35G2A07	10.1	1	0.051	2023-04-21
A3	0.192252645571404	0.0112514057294024	0.131999670347087	21.0455889724914	5.25112811825475	5.17342851361146	5.155875	0.00509810748018536		35G2A07	3.8	1	0.188	2023-04-21
A4	0.218604043597877	0.00159938359218566	0.264427536450657	18.5695506367005	2.6213124013629	6.47262420312454	6.5225	0.00390056283143939		35G2A07	4.1	1	0.218	2023-04-21
A5	0.265154960320921	0.00135519692516312	0.304510623326722	17.3105407942492	2.27626600670756	8.18735511334168	8.264	0.00656396903777778		35G2A07	4.4	1	0.268	2023-04-21
A6	0.279801026982043	0.000459730548658404	0.381493340096042	16.8012082261352	1.81693127430598	8.78553399074342	8.79575	0.0112189790487918		35G2A07	4.7	1	0.31	2023-04-21
A7	0.29080399084988	0.0010748962718219	0.334673728980067	16.7229205029555	2.07111320829496	9.15183893245351	9.180125	0.00953947308314911		35G2A07	5	1	0.307	2023-04-21
A8	0.305133028261517	0.000905002380536705	0.361079139359818	16.1116901423343	1.91965446076135	9.79014179642385	9.75775	0.0116406808561571		35G2A07	5.3	1	0.331	2023-04-21
A9	0.304313412975016	0.00191741119709318	0.318948021609598	15.8670414560765	2.17322928376204	9.8347909516206	9.86875	0.0107633948074603		35G2A07	5.6	1	0.325	2023-04-21
B1	0	0.00384456371526385	0	0.148406826347911	0.136787776014037	0.575761167130669	0.540750000000001	0.00153387569715825		35G2A07	3.2	2	0.013	2023-04-21
